"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
1.70220901156254e-17,0,5.37152993664909e-18,0,0,-4.9662107716683e-19,0,0,0,-1.00363429943511e-18,-0.245780726586553,-2.37822972260584e-18,-1.05486517231172e-18,-1.09349059882127e-18,1.24890594428075e-18,3.02260606862445e-18,5.36340624471588e-18,-4.89883811780634e-18,-4.12299226899647e-19,-1.25269726115683e-17,5.57497363960026e-19,-2.90687922626862e-18,9.84119127614966e-19,-4.22242332075699e-19,-9.88622556748959e-18,3.28302402138573e-18,2.55677519251642e-17,5.64647529817095e-18,1.85974628129836e-17,0.521723008451063,-4.22311389977259e-18,0,-6.12758533216565e-19,-1.74882227094749e-18,-2.7197439487276e-19,1.43741176519605e-18,0,-1.01349428190785e-18,-2.03526466510375e-18,1.42059275820527e-18,-1.19737376217503e-18,-4.62154720515348e-18,9.22594488900421e-18,2.11029960791602e-19,9.82106317992334e-20,-1.98524741850869e-18,4.88415320575728e-19,1.02688603938988e-18,3.09646516701263e-19,-4.87414921911494e-19
-1.10575832817513e-17,0,-0.31680426885744,0,0,-6.74507269733336e-20,0,0,0,3.53121403432153e-18,-2.13853690415671e-18,-7.00163155000885e-17,2.83579466670619e-17,6.51870647226486e-18,2.2801034715714e-18,-3.09386105151755e-18,1.47206428768611e-17,-5.13681867376026e-18,5.89373002441408e-18,-8.52151119731954e-19,1.17027400365517e-21,-6.0833521247662e-17,4.80019906356646e-18,3.1645135189499e-18,4.11124011232915e-17,-6.77997435340726e-19,4.47993070940714e-19,3.49419835032021e-18,-2.80580678586481e-19,2.13915290337347e-18,-4.68431744119025e-19,8.62269537610083e-18,0,-0.193615204568539,-3.00513841777306e-20,3.8236032980321e-17,0,9.22235674820178e-19,3.95597943728296e-18,5.13096578581279e-19,-1.56823373120938e-18,-2.02055943699231e-18,4.56940460479627e-19,-2.36315800699837e-18,-3.28482690918773e-18,8.50504840532269e-18,-1.18404812723382e-17,2.74170947079233e-18,-1.04185078569209e-18,1.01010228738983e-18
-2.663109814038e-17,0,3.13489426811683e-18,0,0,-8.78393003190775e-20,0,0,0,2.06810126202077e-17,-2.01350147968573e-17,0.411815041940162,2.14014408816176e-16,5.58473983349357e-18,9.95456614921218e-19,1.03718471623379e-17,1.22912525277651e-16,6.0837840525357e-19,1.22625004013634e-17,-1.16289694105622e-17,7.57507800682415e-20,0.339326230322424,-2.56436499601703e-17,9.96876256401118e-18,-0.477225336147303,1.54796274686207e-18,1.59530071425148e-18,1.98395928698354e-17,-2.0649763827221e-18,6.89065823932279e-17,-1.33467957912563e-18,-1.65894375016277e-17,1.41934683485441e-18,0,3.74406180250272e-19,-5.6351618988104e-17,0,-7.38985944130729e-18,1.39048719114647e-16,2.94167088278165e-18,-8.50766612761555e-18,-2.44215340489062e-18,3.72227596141796e-18,1.66909088759664e-17,-6.74816903274729e-18,-0.325161594693131,-0.495029267557011,-8.28411759414921e-18,9.12794081193736e-18,2.46099310416922e-18
-4.35466744770425e-19,0,1.0594287372003e-17,0,0,9.86437883127599e-19,0,0,0,2.47843138545621e-18,-4.62220741653646e-20,9.96122462160745e-19,-2.62497773250119e-18,-7.0870881066807e-17,1.50790793400808e-21,-2.1378389202249e-19,-2.07744001451423e-18,1.98886266525797e-17,9.44895665654248e-18,2.57316923566866e-19,2.89856626309637e-20,-9.01811693704151e-17,3.69673053519917e-19,-1.56119503735505e-17,-0.23459163532249,-1.31436931439161e-17,-3.47981707693317e-19,0.297454472549116,3.19300538894476e-18,-5.83779477240596e-19,5.61720240678728e-18,-2.17523920771267e-18,-1.33545260799688e-17,2.59147139892913e-18,0,-2.15904609340537e-18,0,-5.51126718165178e-18,-0.468697555015239,3.98141420552604e-18,-9.84610722302014e-18,1.86580628437846e-17,-0.451114306534923,5.73476671273637e-17,-7.32094728169424e-18,-1.22334274557404e-18,3.00935026844486e-18,-2.14110852217026e-17,1.25726304898595e-19,-1.6889327131742e-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.94528654305711e-19,0,6.58462737670336e-20,0,0,1.12126736251605e-17,0,0,0,-0.337828721126414,-6.6411893769808e-20,2.56432416137006e-19,-2.66170184359581e-19,-2.54183420659559e-18,-9.61392562497533e-18,4.45494223678903e-19,-2.85791856972966e-17,-8.96276858024108e-18,-1.59595335941821e-18,-3.53587846663778e-17,-1.05343941582638e-19,2.06466584961398e-19,-1.11992011004458e-19,1.3969923723329e-18,2.72752303183905e-17,-6.04279440508688e-18,4.4030868627753e-19,-1.8971401065527e-18,-5.34783758786354e-18,-6.48193173483068e-18,-2.09791580676405e-17,-6.51927383012498e-19,-4.11200189753377e-19,4.70905316437351e-19,2.37367501731519e-19,-4.36709684654593e-19,0,0,-1.6437093034306e-18,-5.63040083203468e-19,-2.3001645214765e-17,-1.43931039759019e-17,-4.3154429206557e-19,-0.375697720511365,-2.10103801658855e-19,1.53895565364024e-19,1.25709864023168e-18,8.2844940975824e-20,1.08100201996683e-17,-6.00160524536252e-17
-8.62821485119535e-20,0,9.39901158972418e-19,0,0,3.50317110928698e-19,0,0,0,1.27545919452553e-17,-2.5736346722911e-19,-1.54710884157954e-19,1.74422750118122e-18,0.237201320175995,6.81134852730935e-19,-2.93580606095933e-19,-2.61808690762345e-18,-2.14200593496937e-17,-7.4869613205873e-18,-2.92122124253819e-20,1.85978729494394e-20,-2.17351816519534e-19,-7.02285056049124e-19,0.20255885762303,9.58297264030341e-18,-2.68106242390993e-17,-1.28239353656968e-18,1.406197602517e-17,1.02363387253648e-17,-2.215337888968e-19,3.76637909012027e-19,-2.98021511153535e-21,1.7918861052372e-18,-4.83589931484382e-19,-1.26391158243902e-18,4.26826110643104e-19,0,2.02594070702713e-17,0,3.70198160257659e-18,-7.31257851936608e-18,5.96518935264528e-19,-4.06044227693935e-18,7.69387012061067e-18,-2.68211624306662e-17,-1.79087480748991e-19,-6.39246180332099e-19,-0.279938362879287,1.05576515321629e-18,-2.48969636658315e-18
7.77204930139802e-18,0,5.24397713948632e-18,0,0,-7.66674411230413e-18,0,0,0,-1.70595628535676e-18,-4.04369220536027e-18,-2.0981509287315e-17,1.25961509813404e-17,5.2766440069476e-18,-2.98296293452623e-19,-2.79476859857936e-18,9.81517572665501e-18,-1.65449569471817e-17,-6.54312347263062e-19,-3.56194325659493e-19,1.32629893477098e-19,3.40681448069179e-18,2.2451001766633e-18,-1.74996514107768e-19,-4.50001754958185e-17,-1.15786472708915e-17,-1.11200781152209e-18,-3.08185406091148e-17,4.07816210626596e-18,-2.48466745600711e-20,3.89752789867215e-17,5.6574911099725e-19,-0.345012757166257,4.61500275277911e-17,0.222449461903542,1.58358060664434e-17,0,-2.0894322450199e-18,-7.49607711964883e-17,0,1.11181480606331e-17,6.05482392009905e-18,-5.24075775293678e-17,0.449223414778992,-2.02119331558207e-18,2.30467228226192e-17,4.51878208598963e-18,-3.54619600205702e-18,3.21821528358393e-19,-6.28089482349493e-19
1.25068407439996e-19,0,4.79384367790957e-20,0,0,7.96107546428543e-18,0,0,0,0.215129145408489,3.94764727875497e-20,8.78938569714642e-20,-8.89765047636216e-20,8.19122303134853e-19,1.83486294903932e-17,-1.03432487504021e-19,-4.67915587309188e-17,-0.272001534466441,8.192950424579e-18,-8.14687809438865e-18,3.68743158449655e-19,6.77206941170103e-19,-4.33115135946559e-21,8.60196085283644e-20,3.93160174147732e-18,-1.22488875531777e-17,2.09361056442671e-19,-7.7458453019664e-19,6.3972443237827e-19,-5.08466831370958e-18,-4.34293107543215e-17,-1.32335585800793e-19,-1.24068048295768e-20,2.31178744291204e-19,7.04828386530168e-20,-1.7176501791211e-19,0,1.2227292298897e-17,-8.00718531726179e-18,-8.16899044912252e-20,0,-1.01332968947277e-16,-1.26923028813496e-18,-0.290349271050337,-4.3777388274306e-19,2.50204068278513e-19,3.19982335293493e-19,-2.34215313490299e-18,-1.53311906873459e-17,-3.50415533204259e-17
1.43068185199856e-17,0,2.92470867399962e-20,0,0,3.1420851734081e-17,0,0,0,3.04016475151721e-18,9.30770352613271e-21,-1.96410189798937e-18,1.36924101125253e-17,2.76966136654952e-19,6.30578936580174e-18,1.19040365134505e-17,1.14875048884664e-17,-2.29190950509584e-17,-1.3877610589137e-18,-2.94395767281213e-18,2.1363632844984e-17,-2.98412689508676e-17,-7.20473709004513e-18,6.32345329193833e-19,3.17426775182759e-17,1.91047496559951e-18,-6.77645907504039e-18,9.22463489954823e-18,7.73596530760591e-17,-4.25881270908636e-17,-0.391249214588661,9.85091375152736e-18,-3.78730145776689e-18,-6.21088466339082e-18,1.61162144600274e-20,3.43904662538616e-18,0,-7.08212317370974e-18,-6.5068774310832e-18,8.74442406216486e-18,1.46032014119757e-18,0,-1.32807034801775e-17,-4.88931317984351e-18,4.25792969260011e-19,-2.76187155514884e-17,1.0938182285858e-17,-1.21325367093943e-18,-4.11267683813246e-19,4.16244272959421e-19
-4.19788769971616e-19,0,6.21775610522155e-19,0,0,-5.87710277961207e-19,0,0,0,-8.23580632227272e-19,-3.11678870475861e-20,-1.95859272036305e-18,-6.29565106492504e-19,-1.79530523207916e-17,1.03594607402095e-19,5.41188365224067e-19,-1.02057586590595e-18,-2.21319397618701e-18,8.26625298391424e-18,-5.01348818987929e-19,2.9034284457954e-19,3.05780244854673e-17,-4.76986971411972e-19,1.36490439130725e-17,0.434368936391261,3.95674354913898e-19,-2.66316445800499e-19,-0.347613907985257,-3.85734776813596e-20,6.25740574394937e-19,4.09298700315432e-19,-8.34463648011168e-19,2.25764211355615e-17,1.17273648991717e-18,-8.91049313575998e-18,-1.23208196061777e-18,0,2.32742623631464e-18,4.31053640252013e-17,5.83610079288375e-19,-4.10598385148731e-18,4.4534624935253e-18,0,-2.35792397213477e-17,-2.02317612891425e-18,-1.19434253197251e-18,1.72686039441612e-18,1.35139496260163e-17,2.98872580064262e-19,-8.15596658028466e-18
3.90541044915261e-18,0,-6.57853167200242e-19,0,0,3.18480916337639e-17,0,0,0,-9.17894012467538e-19,2.55680119372262e-20,-5.85076109148499e-19,2.52887666092564e-18,-6.95582468533845e-18,1.74072997632119e-18,2.65358459118329e-18,-9.88142569536682e-18,0.250294453745307,-6.42384946268449e-19,2.92824605404003e-18,9.76953552438476e-18,-7.96886250494649e-18,-3.10572980718786e-19,-4.27872872156593e-18,3.38282878251726e-17,-1.68512987931451e-16,-7.87855961190573e-18,3.58119302257596e-18,9.27638299514085e-18,-5.8873971979372e-17,8.22355531852355e-18,3.4259568669725e-18,1.63957693776053e-18,-6.21042063156069e-19,2.48365981508412e-19,-2.01956333785832e-18,0,-1.06760686439782e-18,2.6813402876957e-17,2.72009248718796e-18,3.71999382554923e-18,-0.401871048237451,2.43796431104964e-17,0,3.68265215593494e-19,-1.0480916357683e-17,-2.98207750288171e-19,2.4050129276225e-18,-9.22918143822316e-20,0.365905866293275
1.64567041083952e-17,0,2.19238807989821e-18,0,0,-2.0512031246121e-19,0,0,0,6.38415583632392e-18,-2.05474456101021e-18,-4.4333105417562e-18,1.15208322868935e-17,8.0144184331459e-19,5.76861102650286e-18,-1.37181047908954e-17,3.31622139218884e-17,-2.63228632026847e-17,1.97896698558786e-18,5.78128545471469e-19,-2.77314767966844e-20,-1.2717915845198e-17,-2.43849270869054e-18,3.25847941560318e-19,-3.52850959107181e-18,-0.347396544042178,-5.2400348831933e-19,1.96585991654646e-19,-7.87876189882013e-17,1.41603231868699e-17,-2.38632862175517e-19,-3.26741782980236e-18,-6.36958137546241e-18,6.82753454730494e-18,-5.03113475482814e-21,3.85847870193733e-18,0,-1.29704945827636e-17,1.50465569965694e-18,1.78846158633734e-20,1.14019071339695e-18,1.17624504182261e-18,8.85277953649681e-20,-3.02241809202873e-18,0,8.0859470147201e-18,5.24563451383326e-18,-5.67773754084716e-19,-1.78517250207088e-18,-6.47484248224159e-19
-3.00911860615132e-19,0,4.20441587751316e-19,0,0,2.7914381928393e-19,0,0,0,-3.45254381998565e-18,-6.26198360792001e-20,-4.14493888429218e-20,-2.44209162408642e-19,-8.26615743469639e-17,3.95301144648773e-19,7.75297086307187e-20,-7.64017555479134e-19,1.5236350700706e-17,2.10532091692319e-17,-1.00568646581054e-18,-5.47070913361458e-20,7.70662715874988e-19,-9.87954756228473e-20,-2.53360727656152e-17,-3.5514969543e-19,-4.43305712262384e-18,5.61365086398471e-19,-5.25625396989968e-18,1.23620397609259e-18,4.1466437026243e-20,1.19287085943721e-18,-2.8599302435399e-19,7.58859092456915e-19,2.46208503047324e-19,-6.62438133549102e-19,6.22846463755544e-21,0,3.6379294265275e-18,-0.443632500821544,6.31530178643919e-19,1.06364223162794e-17,2.745059982231e-18,-3.01039045078386e-18,5.03682479262737e-18,-5.26207816882415e-18,0,3.83530011181985e-19,5.00661527999892e-17,-3.3050033478705e-19,-1.39659116628129e-18
0.288613577070393,0,-1.75716630598465e-17,0,0,-8.88023819381062e-19,0,0,0,5.02599109695078e-17,1.19461992179004e-17,2.18213146946825e-16,0.610595214592587,2.86433864900056e-17,5.95089183650077e-17,-4.70629193077435e-19,0.301410081485233,-1.87722500995229e-17,1.5780369394092e-17,7.90063073270614e-18,-7.69037543248359e-19,-0.24180713797892,3.79958566902163e-17,2.13246908598834e-17,-1.1224874790934e-16,-1.70420003568532e-18,-3.21957632501142e-19,1.18166732799962e-17,-2.62545760251242e-18,7.89593716587856e-17,-1.97393474321211e-17,0.45729753546241,-3.91095613849761e-18,-0.479895283439406,2.85102809819526e-19,0.434444657494682,0,-8.22323605410591e-18,1.66920259838983e-17,1.38953768939181e-18,2.48387456052599e-18,-1.98615360696751e-18,-2.46068747462364e-18,1.09531522450476e-17,-3.05563688270639e-18,-1.07002816371131e-16,0,-1.46907582989196e-17,1.19379093534459e-17,1.99547643046755e-18
-1.01023678511312e-19,0,2.76779902259823e-20,0,0,4.69525295069845e-18,0,0,0,-1.6080494173018e-18,-3.94553326278236e-20,-5.59404310810298e-20,-1.82554105793811e-19,-2.83963734310178e-18,2.38926834009517e-18,-3.62581973822607e-20,-2.21415144724809e-17,0.266473017849745,-3.30575149451318e-18,-1.13081158074038e-17,-7.57657406612886e-19,9.33305030222206e-20,-5.99085983885303e-21,-4.94691761780642e-18,-1.53450601416186e-17,1.03430674958247e-19,1.54297707500412e-19,-8.46519743680955e-19,-1.8447194561603e-18,-2.94303852435353e-18,-1.56824119372634e-18,-2.62967754521297e-19,-5.99184340860632e-20,1.37639544070676e-19,6.7858741329025e-20,3.10040955112723e-19,0,-0.311425083886186,1.05503825555903e-18,-2.91978367582121e-19,1.59002920597452e-17,-6.36713545921198e-18,3.4539502084026e-19,8.43384707423827e-17,1.18215122851663e-18,1.2443546681731e-18,1.82442359224268e-19,0,1.28547797052499e-17,1.28715378091726e-18
7.6198025574231e-20,0,1.08664531773077e-20,0,0,1.42838668668701e-19,0,0,0,6.47692164551532e-18,-1.92426443661587e-20,2.9101812008326e-21,1.89401274765641e-20,-6.8063426530361e-18,1.57903581702699e-18,-2.48776735640037e-19,-5.26827039601513e-19,-0.471471302674207,-7.91021950626538e-18,-5.0575739102474e-18,7.765941291357e-21,-7.39125590113785e-19,1.258297091429e-19,-1.64159792867859e-17,-1.4991626000296e-17,-7.56671423893858e-19,-6.96069265791821e-19,-7.89149957140679e-19,2.17598225292245e-18,8.01305359138956e-19,-1.04661934092738e-18,-1.69226606002106e-19,1.23178266617563e-19,9.21175310612832e-21,-4.84819636758169e-19,7.65253726214557e-20,0,2.48615725177886e-18,-0.235047673083347,9.00853157863624e-19,-4.25845918162209e-17,-1.7117261436335e-18,-2.91574680075762e-18,-4.87428260162753e-18,7.38681264992906e-18,-1.2360479976526e-19,1.8795606068009e-19,1.77841569756844e-17,0,2.91745825498077e-18
1.01831911207965e-17,0,3.30129005432288e-18,0,0,-2.04262638218358e-19,0,0,0,4.91645843383635e-18,-2.75427660154214e-18,9.48189624778774e-19,2.33558244495842e-17,3.73974885671597e-19,1.75805158786839e-17,-1.28683156129526e-17,8.8013734254521e-17,-3.83462158786315e-17,3.21935745124502e-18,8.12081131137632e-18,-4.99005548295785e-20,-3.04139399267813e-18,-9.41928964891148e-18,3.37719906812308e-19,1.49176589478141e-19,-0.303548745887737,-1.88010685590873e-17,2.13335882194892e-19,-1.40515176998447e-16,1.08095563752756e-17,-8.84225499093965e-19,2.21627819433444e-18,3.1221848260539e-18,-3.84937451988707e-18,-4.24924387255845e-21,-8.065575468774e-19,0,-1.0658725453807e-17,1.45243679547886e-18,1.92891870580785e-20,4.94026687870328e-18,4.66186771520893e-19,2.84144834626838e-20,-1.34752140940354e-21,-1.48194881206325e-19,3.6320602214296e-18,-1.20439597886796e-17,-1.7125484493859e-18,-7.52526119251257e-19,0
